student_id,faculty,major,current_semester,gpa,interest_area,elective_code,elective_name,elective_term,course_difficulty,ects,success_probability,passed,gpa_risk
244786401,School of Education and Humanities,Physics,8,2.59,"Law, Business, Machine Learning",PHY330,Electrodynamics,6,Hard,5,0.44,1,Medium
214540415,"School of Social Sciences, Business and Law",Economics,4,2.35,Statistics,ECO210,Microeconomics,3,Easy,4,0.5,1,High
248883823,"School of Social Sciences, Business and Law",Economics,5,3.41,"Education, Artificial Intelligence, Programming",ECO210,Microeconomics,3,Medium,5,0.66,1,Low
218132648,School of IT and Applied Mathematics,Information Systems,3,3.82,Artificial Intelligence,INF305,Database Systems,5,Easy,3,0.62,0,Low
245842082,"School of Social Sciences, Business and Law",Economics,5,3.4,"Research, Data Analysis",ECO330,Macroeconomics,5,Medium,4,0.66,1,Low
208248238,School of Education and Humanities,Physics,5,2.05,Data Analysis,PHY410,Statistical Physics,7,Hard,3,0.26,0,High
221674975,School of IT and Applied Mathematics,Computer Science,5,2.36,"Law, Education, Artificial Intelligence",CSS350,Software Engineering,5,Medium,4,0.5,1,High
222754894,School of IT and Applied Mathematics,Computer Science,8,2.58,"Research, Machine Learning",CSS350,Software Engineering,5,Medium,3,0.54,1,Medium
222944841,"School of Social Sciences, Business and Law",Economics,8,2.83,Research,ECO410,Econometrics,7,Medium,5,0.57,0,Medium
231865901,School of IT and Applied Mathematics,Computer Science,5,2.88,"Education, Artificial Intelligence, Machine Learning",CSS330,Operating Systems,5,Hard,5,0.48,0,Medium
216213522,School of Education and Humanities,Mathematics,7,2.19,Education,MAT410,Functional Analysis,7,Easy,5,0.48,0,High
235896624,School of Education and Humanities,Pedagogy and Psychology,7,3.67,"Programming, Education",EDU330,Teaching Methodologies,5,Hard,3,0.6,1,Low
249526867,School of Education and Humanities,Mathematics,5,3.55,"Finance, Research",MAT310,Abstract Algebra,5,Medium,3,0.68,1,Low
229214801,School of IT and Applied Mathematics,Computer Science,6,2.66,"Law, Education, Finance",CSS350,Software Engineering,5,Easy,5,0.55,1,Medium
234918527,"School of Social Sciences, Business and Law",Economics,8,3.41,"Law, Statistics",ECO330,Macroeconomics,5,Medium,3,0.66,1,Low
246569946,School of IT and Applied Mathematics,Computer Science,8,2.03,Law,CSS210,Data Structures,3,Hard,3,0.35,1,High
226680114,School of Education and Humanities,Pedagogy and Psychology,2,3.7,"Research, Law, Finance",EDU330,Teaching Methodologies,5,Hard,5,0.51,0,Low
231602286,School of Education and Humanities,Mathematics,5,3.99,"Artificial Intelligence, Law, Data Analysis",MAT310,Abstract Algebra,5,Hard,5,0.65,0,Low
233791137,School of Education and Humanities,Physics,1,2.65,Business,PHY310,Quantum Mechanics,5,Medium,4,0.45,1,Medium
219911492,"School of Social Sciences, Business and Law",Finance,3,2.16,"Data Analysis, Programming",FIN220,Corporate Finance,4,Medium,5,0.37,1,High
235261032,"School of Social Sciences, Business and Law",Management,1,3.8,"Business, Research",MGT410,Strategic Management,7,Easy,3,0.62,1,Low
226018975,School of Education and Humanities,Physics,5,2.91,"Programming, Law",PHY410,Statistical Physics,7,Medium,3,0.49,1,Medium
247022335,School of Education and Humanities,Physics,5,2.04,"Law, Business, Machine Learning",PHY410,Statistical Physics,7,Hard,5,0.26,0,High
209333700,"School of Social Sciences, Business and Law",Finance,6,2.44,Data Analysis,FIN410,Risk Management,7,Medium,5,0.42,0,High
212630140,School of Education and Humanities,Pedagogy and Psychology,5,3.58,Data Analysis,EDU210,Educational Psychology,3,Medium,5,0.69,1,Low
226481437,School of Education and Humanities,Physics,4,2.26,"Finance, Research, Business",PHY310,Quantum Mechanics,5,Easy,4,0.39,0,High
235951651,School of Education and Humanities,Physics,8,3.93,Programming,PHY310,Quantum Mechanics,5,Hard,5,0.64,0,Low
237136687,School of IT and Applied Mathematics,Computer Science,5,3.07,"Finance, Business",CSS210,Data Structures,3,Hard,4,0.51,0,Low
222817745,School of Education and Humanities,Mathematics,1,3.24,"Finance, Programming, Artificial Intelligence",MAT330,Topology,6,Hard,4,0.44,0,Low
227850067,School of IT and Applied Mathematics,Statistics and Data Science,1,2.61,"Artificial Intelligence, Data Analysis",CSS324,Introduction to Machine Learning,7,Easy,5,0.44,1,Medium
237224540,School of Education and Humanities,Pedagogy and Psychology,7,3.17,"Statistics, Law, Artificial Intelligence",EDU410,Inclusive Education,7,Medium,5,0.63,1,Low
221548888,School of Education and Humanities,Physics,8,2.89,Finance,PHY310,Quantum Mechanics,5,Easy,5,0.58,1,Medium
222015861,"School of Social Sciences, Business and Law",Management,2,3.9,"Artificial Intelligence, Programming",MGT210,Principles of Management,3,Hard,5,0.54,0,Low
201848566,"School of Social Sciences, Business and Law",Finance,4,2.14,"Programming, Data Analysis, Research",FIN220,Corporate Finance,4,Medium,3,0.47,0,High
241047572,"School of Social Sciences, Business and Law",Finance,5,3.6,Machine Learning,FIN220,Corporate Finance,4,Easy,3,0.69,1,Low
216431983,School of IT and Applied Mathematics,Statistics and Data Science,1,2.25,"Research, Artificial Intelligence",CSS421,Computer Vision,7,Hard,3,0.29,0,High
229610704,School of Education and Humanities,Mathematics,4,3.89,Research,MAT330,Topology,6,Medium,4,0.63,0,Low
202020480,"School of Social Sciences, Business and Law",International Law,2,2.98,"Artificial Intelligence, Data Analysis",LAW330,Human Rights Law,5,Medium,5,0.5,1,Medium
215614002,School of Education and Humanities,Pedagogy and Psychology,6,2.76,"Research, Business, Education",EDU410,Inclusive Education,7,Hard,5,0.46,1,Medium
204607488,"School of Social Sciences, Business and Law",International Law,7,2.68,"Law, Data Analysis",LAW210,International Public Law,3,Hard,3,0.55,1,Medium
225276341,"School of Social Sciences, Business and Law",Finance,8,2.13,Artificial Intelligence,FIN410,Risk Management,7,Medium,3,0.47,0,High
223182975,School of Education and Humanities,Mathematics,6,3.34,"Finance, Law",MAT410,Functional Analysis,7,Hard,3,0.45,0,Low
246242022,"School of Social Sciences, Business and Law",Economics,4,2.31,"Programming, Artificial Intelligence",ECO410,Econometrics,7,Medium,5,0.4,1,High
224794319,"School of Social Sciences, Business and Law",Economics,5,2.06,"Business, Finance",ECO410,Econometrics,7,Medium,3,0.36,1,High
217724045,School of IT and Applied Mathematics,Statistics and Data Science,2,3.49,Law,CSS324,Introduction to Machine Learning,7,Medium,4,0.57,1,Low
226228407,School of Education and Humanities,Physics,2,3.77,Statistics,PHY410,Statistical Physics,7,Hard,3,0.52,0,Low
228434202,School of Education and Humanities,Physics,8,2.83,Research,PHY330,Electrodynamics,6,Easy,4,0.57,1,Medium
229164342,School of Education and Humanities,Pedagogy and Psychology,1,2.44,"Machine Learning, Data Analysis, Programming",EDU330,Teaching Methodologies,5,Medium,3,0.42,0,High
225856117,"School of Social Sciences, Business and Law",Economics,8,3.49,Statistics,ECO210,Microeconomics,3,Medium,5,0.67,0,Low
246941939,School of IT and Applied Mathematics,Computer Science,7,2.04,Finance,CSS210,Data Structures,3,Hard,4,0.36,0,High
235857259,School of IT and Applied Mathematics,Computer Science,6,2.34,"Education, Finance, Artificial Intelligence",CSS210,Data Structures,3,Medium,3,0.5,1,High
247718433,School of Education and Humanities,Mathematics,5,3.49,Finance,MAT330,Topology,6,Easy,3,0.57,1,Low
209902071,School of Education and Humanities,Mathematics,6,3.45,"Statistics, Programming, Artificial Intelligence",MAT330,Topology,6,Easy,4,0.67,1,Low
243564729,School of Education and Humanities,Mathematics,8,2.93,"Data Analysis, Education, Finance",MAT310,Abstract Algebra,5,Hard,4,0.49,1,Medium
208867190,"School of Social Sciences, Business and Law",Management,1,2.7,Business,MGT320,Project Management,5,Medium,4,0.46,1,Medium
225816353,School of IT and Applied Mathematics,Information Systems,7,2.93,"Machine Learning, Education, Programming",INF305,Database Systems,5,Medium,5,0.59,1,Medium
212038068,"School of Social Sciences, Business and Law",Economics,2,3.01,Machine Learning,ECO330,Macroeconomics,5,Easy,5,0.5,1,Low
239792411,School of Education and Humanities,Pedagogy and Psychology,6,2.75,"Law, Data Analysis",EDU210,Educational Psychology,3,Medium,5,0.56,0,Medium
222105817,"School of Social Sciences, Business and Law",Economics,7,2.57,"Data Analysis, Statistics, Finance",ECO410,Econometrics,7,Easy,5,0.54,0,Medium
226204824,School of Education and Humanities,Pedagogy and Psychology,7,2.26,"Artificial Intelligence, Business, Law",EDU410,Inclusive Education,7,Hard,4,0.39,0,High
242567880,School of Education and Humanities,Pedagogy and Psychology,6,2.04,"Statistics, Programming",EDU330,Teaching Methodologies,5,Medium,4,0.46,1,High
213599548,School of IT and Applied Mathematics,Computer Science,1,3.32,"Statistics, Law, Data Analysis",CSS210,Data Structures,3,Easy,3,0.55,0,Low
243777286,School of Education and Humanities,Physics,7,2.73,"Programming, Education, Business",PHY310,Quantum Mechanics,5,Hard,4,0.46,1,Medium
216192009,"School of Social Sciences, Business and Law",Finance,8,2.92,"Law, Research",FIN330,Investment Analysis,6,Hard,4,0.49,0,Medium
213321942,"School of Social Sciences, Business and Law",Economics,8,3.75,"Artificial Intelligence, Research, Data Analysis",ECO410,Econometrics,7,Medium,3,0.71,0,Low
228538325,School of Education and Humanities,Mathematics,2,3.89,Education,MAT330,Topology,6,Medium,3,0.63,1,Low
239422281,"School of Social Sciences, Business and Law",Finance,2,2.75,Finance,FIN330,Investment Analysis,6,Easy,5,0.46,0,Medium
213308538,School of IT and Applied Mathematics,Computer Science,3,3.52,"Education, Machine Learning",CSS350,Software Engineering,5,Easy,3,0.58,1,Low
219854536,"School of Social Sciences, Business and Law",Economics,4,2.6,Programming,ECO330,Macroeconomics,5,Medium,5,0.44,0,Medium
232053729,School of IT and Applied Mathematics,Computer Science,4,3.44,"Law, Machine Learning",CSS210,Data Structures,3,Hard,4,0.57,1,Low
234142605,School of Education and Humanities,Pedagogy and Psychology,6,2.14,"Research, Data Analysis, Machine Learning",EDU210,Educational Psychology,3,Medium,4,0.47,1,High
237262974,"School of Social Sciences, Business and Law",Economics,2,2.69,"Artificial Intelligence, Finance, Statistics",ECO330,Macroeconomics,5,Easy,4,0.45,0,Medium
218795078,School of Education and Humanities,Physics,3,3.62,Education,PHY410,Statistical Physics,7,Easy,4,0.59,1,Low
211703065,"School of Social Sciences, Business and Law",Management,7,3.98,"Education, Business, Machine Learning",MGT410,Strategic Management,7,Hard,3,0.65,1,Low
206568772,"School of Social Sciences, Business and Law",Economics,7,3.78,"Education, Law, Finance",ECO330,Macroeconomics,5,Easy,4,0.72,1,Low
229712003,"School of Social Sciences, Business and Law",Economics,7,2.16,"Statistics, Research, Business",ECO410,Econometrics,7,Medium,3,0.47,1,High
226142147,"School of Social Sciences, Business and Law",International Law,8,2.7,Finance,LAW210,International Public Law,3,Hard,4,0.46,1,Medium
202258981,School of Education and Humanities,Pedagogy and Psychology,6,3.03,"Statistics, Machine Learning, Data Analysis",EDU330,Teaching Methodologies,5,Hard,5,0.5,0,Low
203117788,School of IT and Applied Mathematics,Statistics and Data Science,6,2.77,"Machine Learning, Statistics, Education",CSS421,Computer Vision,7,Medium,4,0.47,1,Medium
203310140,School of Education and Humanities,Physics,6,3.3,Artificial Intelligence,PHY330,Electrodynamics,6,Easy,5,0.65,1,Low
247492570,School of Education and Humanities,Mathematics,5,3.41,Data Analysis,MAT330,Topology,6,Medium,5,0.56,0,Low
234358435,School of IT and Applied Mathematics,Statistics and Data Science,8,2.35,"Education, Artificial Intelligence, Finance",CSS324,Introduction to Machine Learning,7,Hard,4,0.4,0,High
245871470,"School of Social Sciences, Business and Law",Finance,3,3.59,"Programming, Artificial Intelligence, Data Analysis",FIN410,Risk Management,7,Easy,3,0.59,0,Low
207054838,School of Education and Humanities,Pedagogy and Psychology,8,3.61,"Statistics, Artificial Intelligence, Research",EDU330,Teaching Methodologies,5,Medium,4,0.69,0,Low
239819709,"School of Social Sciences, Business and Law",International Law,2,2.25,"Artificial Intelligence, Education",LAW410,International Arbitration,7,Medium,5,0.39,0,High
214052834,School of IT and Applied Mathematics,Computer Science,2,3.04,"Statistics, Data Analysis",CSS210,Data Structures,3,Medium,5,0.51,1,Low
245765539,School of IT and Applied Mathematics,Computer Science,5,2.25,"Data Analysis, Research",CSS330,Operating Systems,5,Easy,5,0.49,0,High
243586950,School of IT and Applied Mathematics,Information Systems,6,3.69,"Machine Learning, Data Analysis, Artificial Intelligence",INF340,Enterprise Systems,7,Easy,5,0.6,0,Low
224536777,School of Education and Humanities,Physics,1,3.0,"Research, Business, Data Analysis",PHY410,Statistical Physics,7,Medium,3,0.5,0,Low
235990112,"School of Social Sciences, Business and Law",Economics,1,2.32,"Education, Data Analysis",ECO410,Econometrics,7,Easy,4,0.4,0,High
226357240,School of Education and Humanities,Physics,3,3.52,"Research, Artificial Intelligence, Finance",PHY330,Electrodynamics,6,Easy,4,0.58,1,Low
235159388,School of IT and Applied Mathematics,Statistics and Data Science,5,3.89,"Law, Programming, Statistics",CSS324,Introduction to Machine Learning,7,Medium,5,0.63,0,Low
213673322,"School of Social Sciences, Business and Law",International Law,5,2.99,Law,LAW330,Human Rights Law,5,Hard,4,0.6,0,Medium
216920597,School of IT and Applied Mathematics,Statistics and Data Science,8,3.2,"Education, Business, Machine Learning",CSS421,Computer Vision,7,Easy,4,0.63,1,Low
227136730,"School of Social Sciences, Business and Law",Management,7,2.1,"Programming, Finance, Business",MGT210,Principles of Management,3,Easy,4,0.47,0,High
245692934,School of Education and Humanities,Pedagogy and Psychology,2,2.26,Law,EDU410,Inclusive Education,7,Medium,4,0.39,0,High
223420404,School of IT and Applied Mathematics,Information Systems,7,3.0,Machine Learning,INF340,Enterprise Systems,7,Easy,5,0.6,1,Low
239712957,"School of Social Sciences, Business and Law",Finance,3,2.66,"Finance, Statistics, Law",FIN410,Risk Management,7,Hard,5,0.35,0,Medium
246643410,School of Education and Humanities,Pedagogy and Psychology,8,3.42,"Education, Machine Learning",EDU410,Inclusive Education,7,Medium,4,0.76,1,Low
236161977,School of Education and Humanities,Pedagogy and Psychology,1,3.19,"Data Analysis, Programming",EDU410,Inclusive Education,7,Hard,3,0.43,0,Low
219795159,School of Education and Humanities,Pedagogy and Psychology,7,2.3,"Programming, Machine Learning, Artificial Intelligence",EDU410,Inclusive Education,7,Easy,3,0.49,1,High
233540594,"School of Social Sciences, Business and Law",Finance,8,3.75,"Machine Learning, Statistics, Programming",FIN330,Investment Analysis,6,Hard,4,0.61,0,Low
239816043,"School of Social Sciences, Business and Law",Management,8,3.82,"Research, Finance",MGT210,Principles of Management,3,Hard,5,0.62,0,Low
229123194,School of IT and Applied Mathematics,Statistics and Data Science,5,2.45,"Business, Programming",CSS421,Computer Vision,7,Hard,5,0.32,0,High
236851946,School of Education and Humanities,Pedagogy and Psychology,5,2.24,"Research, Law, Data Analysis",EDU330,Teaching Methodologies,5,Medium,3,0.49,1,High
222325893,"School of Social Sciences, Business and Law",International Law,5,3.49,Programming,LAW410,International Arbitration,7,Hard,4,0.47,0,Low
223303058,School of IT and Applied Mathematics,Information Systems,4,2.48,"Research, Programming, Data Analysis",INF340,Enterprise Systems,7,Easy,3,0.42,1,High
232686863,School of Education and Humanities,Mathematics,3,2.81,"Education, Programming",MAT310,Abstract Algebra,5,Medium,4,0.47,1,Medium
202500901,School of Education and Humanities,Pedagogy and Psychology,1,3.83,Law,EDU210,Educational Psychology,3,Easy,3,0.62,0,Low
239311162,School of IT and Applied Mathematics,Information Systems,1,2.02,"Data Analysis, Artificial Intelligence, Finance",INF320,Information Security,6,Medium,4,0.35,0,High
249796605,"School of Social Sciences, Business and Law",Finance,8,2.55,Finance,FIN410,Risk Management,7,Easy,5,0.53,1,Medium
224123902,School of IT and Applied Mathematics,Information Systems,5,3.14,Statistics,INF320,Information Security,6,Hard,5,0.42,0,Low
239644974,"School of Social Sciences, Business and Law",Economics,2,2.37,Education,ECO330,Macroeconomics,5,Medium,3,0.41,1,High
234951390,"School of Social Sciences, Business and Law",Management,5,3.16,"Machine Learning, Business, Finance",MGT320,Project Management,5,Hard,3,0.52,1,Low
208808032,"School of Social Sciences, Business and Law",Finance,5,3.38,"Business, Finance, Programming",FIN330,Investment Analysis,6,Easy,3,0.56,1,Low
237268384,"School of Social Sciences, Business and Law",International Law,4,3.52,"Data Analysis, Artificial Intelligence, Education",LAW410,International Arbitration,7,Hard,5,0.48,1,Low
242882551,School of IT and Applied Mathematics,Information Systems,4,3.15,Statistics,INF340,Enterprise Systems,7,Medium,5,0.52,1,Low
219201172,School of IT and Applied Mathematics,Information Systems,1,2.91,"Law, Education, Machine Learning",INF320,Information Security,6,Hard,4,0.39,0,Medium
221365247,"School of Social Sciences, Business and Law",Management,4,3.16,Law,MGT210,Principles of Management,3,Medium,5,0.62,1,Low
202157949,"School of Social Sciences, Business and Law",Economics,7,2.36,Law,ECO330,Macroeconomics,5,Medium,4,0.5,1,High
237302286,School of IT and Applied Mathematics,Information Systems,3,3.31,"Artificial Intelligence, Statistics",INF340,Enterprise Systems,7,Hard,4,0.45,0,Low
211058272,School of IT and Applied Mathematics,Computer Science,7,3.06,Programming,CSS350,Software Engineering,5,Medium,4,0.61,1,Low
212893218,School of IT and Applied Mathematics,Information Systems,1,2.48,Artificial Intelligence,INF320,Information Security,6,Hard,3,0.32,0,High
205105957,School of Education and Humanities,Mathematics,8,2.47,Machine Learning,MAT330,Topology,6,Easy,5,0.52,0,High
216350316,School of Education and Humanities,Pedagogy and Psychology,6,2.47,Research,EDU410,Inclusive Education,7,Easy,4,0.42,1,High
203938247,School of Education and Humanities,Pedagogy and Psychology,8,2.09,"Law, Research",EDU330,Teaching Methodologies,5,Medium,5,0.46,1,High
216031294,"School of Social Sciences, Business and Law",Finance,8,2.48,Business,FIN410,Risk Management,7,Hard,3,0.42,0,High
207923579,"School of Social Sciences, Business and Law",Finance,4,2.51,"Artificial Intelligence, Education",FIN330,Investment Analysis,6,Medium,3,0.43,0,Medium
211864641,"School of Social Sciences, Business and Law",International Law,1,3.75,Data Analysis,LAW410,International Arbitration,7,Hard,5,0.51,0,Low
234504577,"School of Social Sciences, Business and Law",Management,4,3.87,"Artificial Intelligence, Education, Programming",MGT210,Principles of Management,3,Hard,5,0.63,0,Low
235015307,School of Education and Humanities,Physics,7,2.93,"Finance, Business, Research",PHY330,Electrodynamics,6,Medium,5,0.59,0,Medium
232654371,School of Education and Humanities,Physics,4,2.74,"Machine Learning, Programming",PHY330,Electrodynamics,6,Hard,3,0.36,1,Medium
248005797,"School of Social Sciences, Business and Law",Finance,6,2.46,"Programming, Education, Finance",FIN220,Corporate Finance,4,Medium,4,0.62,0,High
238731427,School of IT and Applied Mathematics,Information Systems,3,2.28,"Education, Statistics, Machine Learning",INF320,Information Security,6,Hard,3,0.29,0,High
201813936,School of IT and Applied Mathematics,Computer Science,4,2.14,Machine Learning,CSS330,Operating Systems,5,Easy,5,0.37,0,High
209106820,School of Education and Humanities,Physics,1,3.06,"Machine Learning, Data Analysis",PHY310,Quantum Mechanics,5,Hard,5,0.41,1,Low
221287605,School of Education and Humanities,Pedagogy and Psychology,7,3.61,Artificial Intelligence,EDU410,Inclusive Education,7,Easy,5,0.69,1,Low
219832465,"School of Social Sciences, Business and Law",Management,7,2.16,"Education, Programming",MGT320,Project Management,5,Hard,3,0.37,1,High
